electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,commissioning_date,hub_height,rotor_diameter,model,gsrn_id,dso,manufacturer
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.76514909027653,54.82042944476927,Guldborgsund,376.0,,"Hjelm By, Majbølle 11a",1988-04-12,24.0,23.0,150/30 kW,570714700000007872,,BONUS
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.7555286440689,54.99590531582058,Tønder,550.0,,Øster Gammelby 4,1988-04-16,0.1,0.1,Ukendt-Ukendt,570715000000047296,,
0.27,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.11175108298694,57.27466434575665,Brønderslev,810.0,,"Svennum By, Jerslev 1a",1988-04-18,31.0,0.1,Ukendt-Vindsyssel,570715000000004032,,Vindsyssel
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.07212678696353,57.06059755501192,Ålborg,851.0,,"Stae By, V. Hassing 7q",1988-04-28,30.0,26.0,N 27/225,570715000000012032,,Nordex
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.3458628748327,55.27879318781159,Stevns,336.0,,Havnelev 21,1988-05-02,28.5,24.0,W 200/26,570714700000007808,,Wincon
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.07563251797172,57.061289824255,Ålborg,851.0,,"V. Hassing, V, Hassing 33c",1988-05-14,30.0,25.4,M 213,570715000000011968,,Wincon
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.83473170341063,54.90142466687225,Guldborgsund,376.0,,"Riserup, Nørre Vedby 5a1a",1988-05-20,24.5,23.0,150 kW,570714700000007936,,BONUS
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.82114349889857,55.03057358388472,Tønder,550.0,,Sølsted 140,1988-05-24,30.0,25.0,V 25-200 ,570715000000047104,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.90972780753969,54.61265053562208,Guldborgsund,376.0,,"Skelby By, Skelby 36b",1988-05-27,24.5,23.0,150   - MK l,570714700000007872,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.32684077333032,57.32460546144878,Frederikshavn,813.0,,"Gydeje, Torslev 6e",1988-06-07,30.3,23.2,W 2320-160 ,570715000000003008,,Wind World
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.25249976341411,56.54812519188055,Viborg,791.0,,"Knud by, Tårup 17k",1988-06-09,30.0,25.0,V 25-200 ,570715000000016640,,Vestas Wind Systems A/S
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.62816139345107,55.89376396046829,Odsherred,306.0,,"Nr. Asmindrup By, Nr. Asmindrup 2a",1988-06-14,30.0,25.0,V 25-200 ,570714700000000640,,Vestas Wind Systems A/S
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.62917082559193,55.89205802194088,Odsherred,306.0,,"Nr. Asmindrup By, Nr. Asmindrup 2a",1988-06-14,30.0,25.0,V 25-200 ,570714700000000640,,Vestas Wind Systems A/S
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.62723321424677,55.89063048622664,Odsherred,306.0,,"Nr. Asmindrup By, Nr. Asmindrup 2a",1988-06-14,30.0,25.0,V 25-200 ,570714700000000640,,Vestas Wind Systems A/S
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.58424381418253,55.19126305046458,Næstved,370.0,,"Klinteby By, Karrebæk 8a",1988-06-27,31.5,26.0,TORNADO 250  ,570714700000008064,,Dencon
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.58610801921973,55.19090924715927,Næstved,370.0,,"Klinteby By, Karrebæk 8a",1988-06-27,31.5,26.0,TORNADO 250  ,570714700000008064,,Dencon
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.58797996186579,55.19056621764867,Næstved,370.0,,"Klinteby By, Karrebæk 8a",1988-06-27,31.5,26.0,TORNADO 250  ,570714700000008064,,Dencon
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.34100796708231,55.26270903982174,Slagelse,330.0,,Eggeslevmagle 10a,1988-07-01,29.0,24.0,W 200 ,570714700000007936,,Wincon
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.06676123504853,55.08416132533232,Vordingborg,390.0,,Allerslev 16b,1988-07-21,24.5,23.0,150/30 kW,570714700000008000,,BONUS
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.95000392252977,57.58185591384932,Hjørring,860.0,,"Horne By, Hirtshals 124apa",1988-08-02,30.0,25.0,V 25-200 ,570715000000002816,,Vestas Wind Systems A/S
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.48340441044354,55.35593929779142,Slagelse,330.0,,Kirkerup 6a,1988-08-23,30.0,23.0,DW 23 C 180/40  ,570714700000008064,,Danwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.93766263909367,55.15660918601419,Næstved,370.0,,Snesere 14e,1988-08-30,24.0,23.0,150 kW - 239,570714700000008128,,BONUS
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.72430612800968,56.99770925637685,Thisted,787.0,,St. Hillerslev 15b,1988-09-07,28.0,24.0,NM 250,570715000000005312,,NEG Micon
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.43982283318804,57.46215193916498,Frederikshavn,813.0,,"Den østlige Del, Åsted 13a",1988-10-19,30.0,24.0,M 250,570715000000002688,,Micon
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.43888830023538,57.45887328883974,Frederikshavn,813.0,,"Den østlige Del, Åsted 13a",1988-10-19,30.0,24.0,M 250,570715000000002688,,Micon
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.1519545263362,55.08001389942909,Vordingborg,390.0,,"Stavreby By, Jungshoved 6a",1988-10-27,30.0,23.2,DW 23 F,570714700000008192,,Danwin
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.15310710168709,55.07936365905575,Vordingborg,390.0,,"Stavreby By, Jungshoved 6a",1988-10-27,30.0,23.2,DW 23 F,570714700000008192,,Danwin
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.65259201598929,55.83332273765608,Odsherred,306.0,,"Sidinge By, Vig 3d",1988-10-31,30.0,25.0,DW 24-Danwin,570714700000006272,,Danwin
0.13,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK014,14.79627648993441,55.1471339673752,Bornholm,400.0,,Nyker 11d,1988-12-01,31.0,19.0,VM 20 S,570714700000011648,,Windmatic
0.13,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK014,14.79773440346275,55.14500045532496,Bornholm,400.0,,Nyker 38a,1988-12-01,31.0,19.0,VM 20 S,570714700000011648,,Windmatic
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.91466816829749,54.60788272536662,Guldborgsund,376.0,,Gedesby 8a,1988-12-01,24.5,23.0,150   - MK l,570714700000008256,,BONUS
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.71983163953361,55.47870983514004,Ringsted,329.0,,"Ørslev Under Skoven, Bringstrup 10a",1988-12-01,30.0,25.0,V 25,570714700000008256,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.88281219269357,57.17691163587025,Jammerbugt,849.0,,"Nørhalne By, Biersted Sogn 3n",1988-12-15,30.0,23.0,20-150/30  ,570715000000012096,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.8860445350159,57.17653535380429,Jammerbugt,849.0,,"Nørhalne By, Biersted Sogn 3n",1988-12-15,30.0,23.0,20-150/30  ,570715000000012096,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.3814704298478,57.36368756520471,Frederikshavn,813.0,,"Hørbylund Hgd., Hørby 5a",1988-12-16,0.1,0.1,Ukendt-Wind World,570715000000003072,,Wind World
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.07374312793878,55.23923762212458,Tønder,550.0,,Åbøl 136,1988-12-21,30.0,23.2,WW 2320-180 ,570715000000045184,,Wind World
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.89856459769597,54.72658676776533,Guldborgsund,376.0,,"Hasselø By, Væggerløse 3a",1988-12-22,30.0,24.0,DW 52-521-10,570714700000008256,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.89544624158693,54.72467610765785,Guldborgsund,376.0,,"Hasselø By, Væggerløse 3a4a",1988-12-27,30.0,24.0,DW 24 C-Danwin,570714700000008320,,Danwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.04572320057035,56.74872886320722,Skive,779.0,,Torum 1a,1989-01-09,30.0,23.0,150/30 kW,570715000000016704,,BONUS
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.05766370656027,55.23991538045927,Haderslev,510.0,,Melkær 107,1989-01-13,30.0,23.2,WW 2320-180 ,570715000000045248,,Wind World
0.055,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.56931766975668,56.61986895461026,Struer,671.0,,Hellerød by 2f,1989-01-15,24.0,15.0,HVK 15,570715000000029504,,Vestas Wind Systems A/S
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK021,12.19553852423631,55.57492395188292,Greve,253.0,,Karlslunde 19a,1989-01-20,30.0,23.2,DW 23-Danwin,570714700000004480,,Danwin
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK021,12.1960856201161,55.57623471360735,Greve,253.0,,Karlslunde 19a,1989-01-20,30.0,23.2,DW 23-Danwin,570714700000004480,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.76048581931039,56.80522141629272,Morsø,773.0,,Frøslev 4a,1989-01-20,30.0,24.0,DW 24-Danwin,570715000000028160,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.76065371799438,56.80611400951485,Morsø,773.0,,Frøslev 4a,1989-01-20,30.0,24.0,DW 24-Danwin,570715000000028096,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.76082327942959,56.8070039104206,Morsø,773.0,,Frøslev 4a,1989-01-20,30.0,24.0,DW 24-Danwin,570715000000028096,,Danwin
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.74540482252306,56.51210854246435,Holstebro,661.0,,"Råst By, Råst 4a",1989-01-26,30.0,26.0,N 27/225,570715000000016704,,Nordex
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.38930130234031,55.25408100442316,Slagelse,330.0,,Høve 7a,1989-02-01,30.0,24.0,DW 24-Danwin,570714700000008320,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.39012661337227,55.25455113247103,Slagelse,330.0,,Høve 7a,1989-02-01,30.0,24.0,DW 24-200,570714700000008448,,Danwin
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.80448838836002,57.13528614286256,Jammerbugt,849.0,,"Bjørnekær Hovedgård, Biersted 2a",1989-02-07,30.0,24.0,NM 250,570715000000012160,,NEG Micon
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.80600890994014,57.13385633538911,Jammerbugt,849.0,,"Biersted, Biersted 2a",1989-02-07,30.0,24.0,NM 250,570715000000012160,,NEG Micon
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.89639277290883,57.3473225812545,Hjørring,860.0,,"Vollerup By, Em 9n",1989-02-10,30.3,23.2,W 2320-150 ,570715000000004096,,Wind World
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.95969792233938,55.1438970241049,Tønder,550.0,,Arrild 4,1989-02-20,30.0,24.0,NM 450-250  ,570715000000045248,,NEG Micon
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,12.11596875368802,55.19003120205318,Faxe,320.0,,Roholte 1a,1989-03-01,30.0,23.0,150/30 kW,570714700000008640,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.23303451635419,56.09264837758433,Ikast-Brande,756.0,,Over Isen By 3b,1989-03-07,31.0,25.0,W 2500-150 ,570715000000028928,,Wind World
0.018,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK01,DK014,14.86101112455736,55.09078295539865,Bornholm,400.0,,,1989-03-11,25.0,10.4,"18,5-Reymo",570714700000011648,,Reymo
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.03625317796441,57.48340182035599,Hjørring,860.0,,"Skibsby By, Skt. Olai 13a",1989-03-31,0.1,0.1,VS 150 ,570715000000002304,,Vindsyssel
0.45,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.59494189892123,54.97616844197279,Aabenraa,580.0,,Bovrup 192,1989-03-31,35.0,36.0,450 kW,570715000000050496,,BONUS
0.45,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.59483963609359,54.9770823422931,Aabenraa,580.0,,Bovrup 192,1989-03-31,35.0,36.0,450 kW,570715000000050496,,BONUS
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.54472981566663,54.80145359626794,Guldborgsund,376.0,,Krårup By Våbensted 3,1989-04-04,30.0,24.0,DW 24 C-Danwin,570714700000006464,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.81561504357398,55.58546086533707,Holbæk,316.0,,"Tingerup By, Soderup 3f",1989-04-04,30.0,24.0,DW 24-Danwin,570714700000005248,,Danwin
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.81614599190175,55.58432956299918,Holbæk,316.0,,"Tingerup By, Soderup 4a",1989-04-04,30.0,24.0,DW 24-Danwin,570714700000005248,,Danwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.44402481769384,54.96429274381074,Lolland,360.0,,"Østerby, Fejø 27b",1989-04-11,30.0,22.3,W 2320-150 ,570714700000008448,,Wind World
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.68971620426169,55.27875930577565,Esbjerg,561.0,,V. Vedsted 74e,1989-04-12,28.7,24.0,200 kW,570715000000046080,,Wincon
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.73716586474716,55.90911072860346,Odsherred,306.0,,"Nakke By, Rørvig 18a",1989-04-17,30.0,24.0,DW 24-Danwin,570714700000006016,,Danwin
0.13,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.61399960115994,54.89366737099188,Langeland,482.0,,Strynø 45f,1989-04-20,24.0,22.0,NTK 130 F-Nordtank,570715000000052416,,Nordtank
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.78005198339101,57.31368083469285,Hjørring,860.0,,"Vrensted by, Vrensted 17l",1989-04-27,30.0,25.0,V 25-200 ,570715000000004096,,Vestas Wind Systems A/S
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.30624327333952,55.40349267383668,Slagelse,330.0,,"Hyllerup, Slagelse J. 4a",1989-05-03,30.0,23.0,d3,570714700000006336,,Danwin
0.16,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.27272909670181,57.11127677266686,Brønderslev,810.0,,"Dronninglund Enge, Dronninglund 32ad",1989-05-12,30.0,23.0,W 2320-160 ,570715000000012224,,Wind World
0.03,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.39821090899553,55.98691722631242,Ringkøbing-Skjern,760.0,,Dejbjerg Præstegård 3a,1989-05-17,18.5,15.0,V 30-15 ,570715000000040896,,Vestas Wind Systems A/S
0.16,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,8.75096266014756,55.10169070747899,Tønder,550.0,,Randerup 201,1989-06-06,30.6,23.6,175,570715000000046080,,DWP
0.175,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.81482124188076,56.78546360927425,Morsø,773.0,,Lødderup 12a,1989-06-14,30.7,23.6,175 kW,570715000000028160,,Windpower D
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.72684085900202,55.11448877894131,Svendborg,479.0,,"Oure By, Oure 20bs",1989-06-15,30.0,25.0,V 25-200 ,570715000000052608,,Vestas Wind Systems A/S
0.12,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.31963085538776,57.25490865133708,Brønderslev,810.0,,"Vestergård, Voer 7a",1989-06-16,30.0,23.2,WW 2320-120 ,570715000000012224,,Wind World
0.175,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.89137405376814,56.66446082822063,Mariagerfjord,846.0,,Staverslund Gde. 1d,1989-06-21,30.7,22.2,D 175 S,570715000000008384,,DWP
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.05744517930116,55.2409481622261,Haderslev,510.0,,Melkær 107,1989-06-21,30.0,23.2,WW 2320-180 ,570715000000045248,,Wind World
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.85424863827132,55.47046639790368,Ringsted,329.0,,"Bøstofte, Kværkeby 20a",1989-07-03,30.0,24.0,DW 24-Danwin,570714700000008448,,Danwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.04313747934512,54.91210521282868,Aabenraa,580.0,,Burkal 17,1989-07-06,30.0,27.0,N 27/150,570715000000046016,,Nordex
0.1,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.98277429248477,57.37192459651506,Hjørring,860.0,,"Gunderup By, Vrejlev 6m",1989-07-13,31.0,24.6,W 2460-100 ,570715000000001984,,Wind World
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK042,10.56472271568812,55.96374086136316,Samsø,741.0,,"Nordby by, Nordby 12m",1989-07-24,30.0,23.0,150/30 kW,570715000000022528,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.98275004756669,57.37134130706313,Hjørring,860.0,,"Gunderup By, Vrejlev 6m",1989-08-18,31.0,25.0,W 2500-150 ,570715000000001984,,Wind World
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.89728913787191,54.72579948603975,Guldborgsund,376.0,,"Hasselø By, Væggerløse 3a,4a",1989-08-31,30.0,24.0,DW 24 C-Danwin,570714700000008256,,Danwin
0.18,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.07442183320626,55.23845497281986,Tønder,550.0,,Åbøl 136,1989-09-14,30.0,23.2,WW 2320-180 ,570715000000045248,,Wind World
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,8.37404896442535,56.79975428125042,Thisted,787.0,,Villerup 6c,1989-09-15,30.0,23.8,150   - MK ll,570715000000030336,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.63563068417072,55.18423716643316,Haderslev,510.0,,Halk 6,1989-09-28,30.0,23.8,150 kW,570715000000050752,,BONUS
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.58238067373022,55.19161437519415,Næstved,370.0,,"Klinteby By, Karrebæk 8a",1989-10-02,31.5,26.0,TORNADO 250  ,570714700000008064,,Dencon
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.92450874914683,57.47397820444906,Hjørring,860.0,,"Jonstrup By, Skt. Hans 2a",1989-10-17,31.0,25.0,W 2500-150 ,570715000000002176,,Wind World
0.2,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK031,10.58258872092942,55.16068826947665,Faaborg-Midtfyn,430.0,,"Kvændrup By, Kværndrup 22a",1989-11-01,30.0,24.0,DW 24-Danwin,570715000000053184,,Danwin
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.47787495296814,57.47064147950093,Frederikshavn,813.0,,"Elling Hgd.,Elling 1c",1989-11-01,30.0,25.0,W 2500-150 ,570715000000013696,,Wind World
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK03,DK032,9.04583246342988,55.10628784967646,Tønder,550.0,,Bovlund 216,1989-11-07,40.0,27.0,N 27,570715000000045248,,Nordex
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.66822811703264,55.77437370194564,Holbæk,316.0,,"Kastrup By, Hørby 3",1989-11-17,30.0,24.0,DK 22-Dan Force,570714700000005760,,Dan Force
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.86029059867216,57.39856548927796,Hjørring,860.0,,"Vejby By, Vejby 8c",1989-11-21,29.0,27.0,DW 27-225  ,570715000000002496,,Danwin
0.175,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.07648429807658,56.6709286546212,Skive,779.0,,Grinderslev 1az,1989-11-23,30.0,25.0,V 27-225 ,570715000000016896,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.91325281914222,54.60934132433351,Guldborgsund,376.0,,Gedesby By Og Sogn 37b,1989-11-24,24.5,23.0,150   - MK l,570714700000007744,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,10.32098232823681,57.24826031259247,Brønderslev,810.0,,Voer 3a,1989-11-29,30.0,23.0,Ukendt-BONUS,570715000000012288,,BONUS
0.25,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.36666888386318,55.23484801233647,Slagelse,330.0,,"Lundby By, Tjæreby 9c",1989-12-01,30.0,26.0,M 450-250  ,570714700000008768,,Micon
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.01632593208777,56.71743644579863,Skive,779.0,,"Yttrup by, Rybjerg 4r",1989-12-04,32.7,24.6,V 27-225 ,570715000000016832,,Vestas Wind Systems A/S
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.93426003126143,56.58002580187728,Skive,779.0,,Hvidbjerg 2c,1989-12-07,31.5,27.0,V 27-225 ,570715000000016832,,Vestas Wind Systems A/S
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,8.81271229061491,56.61434088777207,Skive,779.0,,"Vejby by, Vejby 1ac",1989-12-08,31.5,27.0,V 27-225 ,570715000000016832,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.30599590153788,56.91025072603898,Vesthimmerlands,820.0,,Engelstrup by 7i,1989-12-19,32.7,24.6,NTK 150 XLR-Nordtank,570715000000008512,,Nordtank
0.16,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.24747599860839,55.38534140669348,Slagelse,330.0,,"Forlev By, Vemmelev 7c",1989-12-21,30.0,23.0,W 2320,570714700000005632,,Wind World
0.225,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK02,DK022,11.99199001764637,54.9517069184334,Vordingborg,390.0,,"Farø Ø, Bogø 2",1989-12-29,30.0,27.0,V 27-225 ,570714700000008704,,Vestas Wind Systems A/S
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.8349127372298,57.47120871226279,Hjørring,860.0,,"Vennebjerg By, Vennebjerg 13g",1990-01-04,30.0,23.0,150/30 kW,570715000000002816,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK05,DK050,9.83475906584742,57.47031913377529,Hjørring,860.0,,"Vennebjerg By, Vennebjerg 13g",1990-01-04,30.0,23.0,150/30 kW,570715000000002880,,BONUS
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.24406628755209,56.14061239267297,Ikast-Brande,756.0,,Ravnholt by 1a,1990-01-13,30.0,28.0,W 2800-150 ,570715000000014656,,Wind World
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.24579022888783,56.13967258310311,Ikast-Brande,756.0,,Ravnholt by 1a,1990-01-13,30.0,28.0,W 2800-150 ,570715000000014720,,Wind World
0.15,Renewable energy,Wind,,Onshore,Energistyrelsen,DK0,DK04,DK041,9.24751442294579,56.13873508478287,Ikast-Brande,756.0,,Ravnholt by 1a,1990-01-13,30.0,28.0,W 2800-150 ,570715000000014656,,Wind World
