electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,region,locality,owner,site_name
0.17,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,16.8,49.8333,Šumperk,789 01,Olomoucký,Chromeč,,MVE Chromeč
0.14,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.2,49.3333,Písek,397 01,Jihočeský,Putim,,MVE KESTŘANY
0.291,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ02,CZ020,14.5833,49.85,Benešov,257 41,Středočeský,Týnec nad Sázavou,,MVE Týnec nad Sázavou
0.085,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.8667,49.2167,Klatovy,342 01,Plzeňský,Sušice,,MVE - PÁTEČEK
0.066,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.9167,49.4333,Vsetín,756 24,Zlínský,Bystřička,"Povodí Moravy, s.p.",MVE Bystřička
2.21,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.7,48.85,Břeclav,691 88,Jihomoravský,Milovice,"Povodí Moravy, s.p.","MVE Nové Mlýny, Milovice"
0.056,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.95,49.35,Vsetín,755 01,Zlínský,Karolinka,"Povodí Moravy, s.p.",MVE Karolinka
0.225,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.6,49.5833,Blansko,679 61,Jihomoravský,Letovice,"Povodí Moravy, s.p.","MVE Křetínka, Letovice"
0.022,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.7833,49.1333,Zlín,763 26,Zlínský,Pozlovice,"Povodí Moravy, s.p.",MVE Luhačovice
0.085,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.05,49.4667,Prostějov,798 02,Olomoucký,Mostkovice,"Povodí Moravy, s.p.",MVE Plumlov
0.048,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.8,49.2833,Zlín,763 15,Zlínský,Slušovice,"Povodí Moravy, s.p.",MVE Slušovice
0.07,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.6833,49.0333,Uherské Hradiště,687 34,Zlínský,Uherský Brod,"Povodí Moravy, s.p.",MVE Těšov
0.045,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.6333,49.5,Blansko,680 01,Jihomoravský,Vážany,"Povodí Moravy, s.p.",MVE Boskovice
0.32,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.35,49.1,Brno-venkov,664 91,Jihomoravský,Ivančice,"Povodí Moravy, s.p.",MVE Ivančice
0.11,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,17.4,48.9667,Hodonín,698 01,Jihomoravský,Veselí nad Moravou,"Povodí Moravy, s.p.",MVE Veselí na Moravě
0.017,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,18.2833,49.4333,Vsetín,756 57,Zlínský,Horní Bečva,"Povodí Moravy, s.p.",MVE Horní Bečva
0.006,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,17.0833,49.25,Vyškov,682 01,Jihomoravský,Vyškov,"Povodí Moravy, s.p.",MVE Opatovice
0.056,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.25,49.5917,Olomouc,779 00,Olomoucký,Olomouc,"Povodí Moravy, s.p.",MVE Chomoutov
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.1667,48.9333,Znojmo,671 34,Jihomoravský,Výrovice,"Povodí Moravy, s.p.",MVE Výrovice
0.036,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.6333,48.7333,Český Krumlov,382 82,Jihočeský,Benešov nad Černou,,Malá vodní elektrárna
0.31,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,15.7833,50.3667,Trutnov,544 01,Královéhradecký,Dvůr Králové nad Labem,M A V E družstvo,MVE - PUŠŮV SPLAV
0.032,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.3167,49.5833,Frýdek-Místek,739 11,Moravskoslezský,Frýdlant nad Ostravicí,,Miroslav Raška
0.022,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ02,CZ020,14.9,49.7333,Benešov,258 01,Středočeský,Ctiboř,,MVE Hrádek
1.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.3833,49.55,Frýdek-Místek,739 14,Moravskoslezský,Ostravice,"Povodí Odry, státní podnik",VD Šance
0.248,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.7597,49.7903,Opava,749 01,Moravskoslezský,Vítkov,"Povodí Odry, státní podnik",Jez Podhradí
0.05,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.0833,49.7333,Nový Jičín,742 13,Moravskoslezský,Studénka,"Povodí Odry, státní podnik",Jez Studénka
0.43,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.6833,49.8333,Opava,747 86,Moravskoslezský,Kružberk,"Povodí Odry, státní podnik",VD Kružberk
0.32,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.4333,49.6333,Frýdek-Místek,739 04,Moravskoslezský,Pražmo,"Povodí Odry, státní podnik",MVE Morávka
0.148,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.3431,49.7347,Frýdek-Místek,739 39,Moravskoslezský,Lučina,"Povodí Odry, státní podnik",VD Žermanice
3.12,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.5667,49.8667,Bruntál,793 68,Moravskoslezský,Bílčice,"Povodí Odry, státní podnik",VD Slezská Harta
0.266,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.5333,49.7833,Karviná,735 43,Moravskoslezský,Albrechtice,"Povodí Odry, státní podnik",VD Těrlicko
0.628,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,18.0833,49.7278,Ostrava-město,725 28,Moravskoslezský,Ostrava,"Povodí Odry, státní podnik",Jez Lhotka
0.11,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.6167,50.0667,Bruntál,793 93,Moravskoslezský,Brantice,"Povodí Odry, státní podnik",MVE Brantice
0.052,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.6,50.0833,Bruntál,794 01,Moravskoslezský,Krnov,"Povodí Odry, státní podnik",MVE Krnov
0.044,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.5,49.95,Bruntál,792 01,Moravskoslezský,Nové Heřminovy,"Povodí Odry, státní podnik",MVE Nové Heřminovy
0.079,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.95,49.55,Ostrava-město,725 29,Moravskoslezský,Ostrava,"Povodí Odry, státní podnik",MVE - Přívoz
0.312,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.25,49.5333,Olomouc,783 75,Olomoucký,Kožušany-Tážaly,,MVE TÁŽALY
0.36,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ051,15.0,50.8167,Liberec,463 31,Liberecký,Chrastava,,MVE Andělská Hora
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.9833,49.0833,Jindřichův Hradec,378 02,Jihočeský,Dolní Žďár,,MVE DOLNÍ ŽĎÁR
0.22,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ041,12.8167,50.3667,Karlovy Vary,362 35,Karlovarský,Potůčky,Malá vodní elektrárna Černá s.r.o.,"MALÁ VODNÍ ELEKTRÁRNA ř. km. 3,4"
0.132,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.2333,50.0333,Ústí nad Orlicí,565 01,Pardubický,Choceň,,MVE PELINY
0.01,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,15.2,49.1833,Jindřichův Hradec,378 53,Jihočeský,Strmilov,,MVE STRMILOV PAULÁT
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.1167,49.4167,Pelhřimov,394 15,Vysočina,Nová Cerekev,,NOVÁ CEREKEV
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.0833,49.1,Strakonice,387 73,Jihočeský,Bavorov,,MVE ČICHTICE
0.022,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.4333,49.3667,Brno-venkov,666 01,Jihomoravský,Tišnov,,MVE ČERVENÝ MLÝN
0.058,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.7167,49.35,Brno-venkov,664 71,Jihomoravský,Veverská Bítýška,,MVE Veverská Bitýška I
0.063,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.7167,49.35,Brno-venkov,664 71,Jihomoravský,Veverská Bítýška,,MVE Veverská Bitýška II
0.075,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.35,49.6,Plzeň-jih,334 44,Plzeňský,Dolní Lukavice,František Turek spol. s r.o. Dolní Lukavice,Budova mlýna
0.38,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ042,13.85,50.3667,Louny,439 01,Ústecký,Černčice,,MVE Vršovice
0.7,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.35,49.4333,Přerov,751 02,Olomoucký,Troubky,TROUBKY MVE s.r.o.,TROUBKY MVE s.r.o.
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.05,49.2833,Klatovy,340 22,Plzeňský,Nýrsko,,MVE NÝRSKO
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.9167,49.6667,Žďár nad Sázavou,591 01,Vysočina,Hamry nad Sázavou,,MVE Hamry nad Sázavou Brdíčkův mlýn
0.022,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.9667,49.9333,Opava,747 31,Moravskoslezský,Velké Hoštice,,MVE
0.045,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.1667,49.35,Klatovy,340 21,Plzeňský,Janovice nad Úhlavou,,MVE Touš
0.4,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,13.8333,49.2667,Strakonice,387 11,Jihočeský,Katovice,VeMo Blansko s.r.o.,MALÁ VODNÍ ELEKTRÁRNA KATOVICE
0.155,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.6786,49.1893,Tábor,391 81,Jihočeský,Veselí nad Lužnicí,"VESCO, spol. s r.o.","VESCO, spol. s r. o."
0.01,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,13.7667,49.2667,Strakonice,387 16,Jihočeský,Volenice,,MVE Volenice
0.018,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ051,15.2163,50.6592,Jablonec nad Nisou,468 27,Liberecký,Nová Ves nad Nisou,,MALÁ VODNÍ ELEKTRÁRNA NOVÁ VES NAD NISOU
0.033,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.6,49.05,Uherské Hradiště,687 33,Zlínský,Drslavice,,"MVE - Hradčovice, na řece Olšavě"
0.12,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.3833,49.6667,Havlíčkův Brod,582 91,Vysočina,Trpišovice,Elektrárenské družstvo Smrčná,SMRČNÁ
0.011,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.4,48.9833,České Budějovice,373 84,Jihočeský,Čakov,,MVE PODEVRÁŽSKÝ MLÝN
0.075,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.05,49.2833,Klatovy,340 22,Plzeňský,Nýrsko,"ELEKTRÁRNA Bystřice, spol. s r.o.",B I
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.05,49.2833,Klatovy,340 22,Plzeňský,Nýrsko,"ELEKTRÁRNA Bystřice, spol. s r.o.",B II
0.013,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.05,49.2833,Klatovy,340 22,Plzeňský,Nýrsko,"ELEKTRÁRNA Bystřice, spol. s r.o.",B III
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.05,49.2833,Klatovy,340 22,Plzeňský,Nýrsko,"ELEKTRÁRNA Bystřice, spol. s r.o.",B IV - vodní kolo
0.011,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Újezd u Plánice,,MVE ÚJEZD U PLÁNICE
0.42,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.5833,49.1167,Klatovy,341 92,Plzeňský,Rejštejn,,MVE RADEŠOV
0.08,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.3833,49.4833,Klatovy,340 12,Plzeňský,Švihov,,MVE ŠVIHOV
0.128,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,16.1,50.1,Rychnov nad Kněžnou,517 24,Královéhradecký,Borohrádek,,Elektrárna - Borohrádek
0.044,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.2167,49.65,Plzeň-jih,332 14,Plzeňský,Chotěšov,,MVE Chotěšov - Mantov
0.04,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,17.5,49.0333,Uherské Hradiště,686 04,Zlínský,Podolí,,Malá vodní elektrárna Podolí
0.037,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.3088,49.383,Klatovy,339 01,Plzeňský,Klatovy,,MVE KLATOVY - TAJANOV
0.25,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ051,15.45,50.75,Semily,512 46,Liberecký,Harrachov,,MVE Janov Harrachov
0.16,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ051,15.46,50.6603,Semily,512 42,Liberecký,Poniklá,,"MVE Poniklá, Přívlaka"
0.037,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ051,15.4,50.7167,Semily,512 47,Liberecký,Paseky nad Jizerou,,MVE Havírna
0.037,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.9667,49.9167,Opava,747 70,Moravskoslezský,Opava,,Černý Mlýn
0.032,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.5667,50.0,Ústí nad Orlicí,561 52,Pardubický,Verměřovice,,MVE VERMĚŘOVICE
0.04,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ041,12.55,50.2,Sokolov,357 09,Karlovarský,Josefov,"Vodohospodářská společnost Sokolov, s.r.o.",Vodojem Josefov
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ041,12.4333,50.2333,Cheb,351 34,Karlovarský,Nový Kostel,"Vodohospodářská společnost Sokolov, s.r.o.",Úpravna vody Horka
0.155,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.9994,49.3593,Žďár nad Sázavou,594 01,Vysočina,Uhřínov,,ŠEBOROV
0.045,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.1833,49.7167,Olomouc,784 01,Olomoucký,Pňovice,,MVE PŇOVICE
0.037,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.25,49.7833,Plzeň-sever,330 33,Plzeňský,Město Touškov,,MVE TOUŠKOV
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.2333,49.7667,Plzeň-sever,330 32,Plzeňský,Kozolupy,,MVE KOZOLUPY
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.25,49.7833,Plzeň-město,330 33,Plzeňský,Plzeň,,MVE MALESICE 3
0.06,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.3111,50.1722,Bruntál,793 26,Moravskoslezský,Vrbno pod Pradědem,,Železná pod Pradědem
0.003,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.5101,49.5138,Tábor,391 33,Jihočeský,Jistebnice,,MVE Zvěstonín
0.16,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,16.2,49.0833,Třebíč,675 56,Vysočina,Dukovany,"Strojírny Brno, a.s.",MVE Skryjský potok
0.045,Renewable energy,Hydro,,Run-of-river,ERU,,,,,,Sokolov, ,Karlovarský,Chodov,,MVE - 1 Stará Chodovská
0.045,Renewable energy,Hydro,,Run-of-river,ERU,,,,,,Sokolov, ,Karlovarský,Chodov,,MVE - 2 Stará Chodovská
0.03,Renewable energy,Hydro,,Run-of-river,ERU,,,,,,Sokolov, ,Karlovarský,Chodov,,MVE - 3 Stará Chodovská
0.044,Renewable energy,Hydro,,Run-of-river,ERU,,,,,,Karlovy Vary,360 02,Karlovarský,Karlovy Vary,,MVE - Rybáře
0.046,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,16.1167,50.0,Náchod,549 01,Královéhradecký,Nové Město nad Metují,"EKONERG, s.r.o.",MVE I EKONERG
0.055,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.3833,49.4833,Klatovy,340 12,Plzeňský,Švihov,,LERACH Jiří Jíno 6
0.01,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.3333,49.85,Svitavy,570 01,Pardubický,Litomyšl,,MVE NEDOŠÍN
0.04,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,16.1,49.2833,Třebíč,675 79,Vysočina,Tasov,,MVE TASOV
0.11,Renewable energy,Hydro,,Run-of-river,ERU,,,,,,Opava, ,Moravskoslezský,Štítina,,"MVE, ŠTÍTINSKÝ JEZ"
0.01,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.0,49.1833,Strakonice,386 01,Jihočeský,Osek,,MALÁ TURNÁ 16
0.045,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.65,49.4,Tábor,390 01,Jihočeský,Tábor,,VESELÝ III
0.09,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.5333,49.4167,Jihlava,588 41,Vysočina,Rantířov,,ING. JIŘÍ PEKÁREK - PEKELSKÝ MLÝN
0.007,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.6,49.25,Tábor,392 01,Jihočeský,Mlýny,,Mlýny čp. 34
0.06,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.6333,48.6667,Český Krumlov,382 41,Jihočeský,Kaplice,,MVE KAPLICE MALŠSKÉ ÚDOLÍ
0.02,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.6333,48.6667,Český Krumlov,382 41,Jihočeský,Dolní Dvořiště,,MVE RYCHNOV N. MALŠÍ
0.09,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.5833,49.9167,Rokycany,331 41,Plzeňský,Liblín,,ELEKTRÁRNA LIBŠTEJNSKÝ MLÝN II.
0.022,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ064,16.25,49.0167,Znojmo,671 42,Jihomoravský,Vémyslice,,MVE MILAN DROCHYTKA
0.008,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,13.75,49.15,Prachatice,384 73,Jihočeský,Vacov,,MVE ČÁBUZE (osada VÍTOVCE)
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.5667,50.0667,Ústí nad Orlicí,561 64,Pardubický,Mistrovice,,MVE Mistrovice
0.018,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.45,49.4,Písek,398 43,Jihočeský,Bernartice,,SRLÍN - I - MLÝN
0.008,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.45,49.4,Písek,398 43,Jihočeský,Bernartice,,SRLÍN - II - JEZ
0.035,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.6333,49.4,Jihlava,586 03,Vysočina,Malý Beranov,"JILANA, a.s.",JILANA a.s.
0.086,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.3333,50.3,Jeseník,790 84,Olomoucký,Mikulovice,,MVE BĚLÁ
0.15,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,16.2,49.0833,Třebíč,675 56,Vysočina,Dukovany,,MVE SKRYJSKÝ POTOK
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ072,18.2333,49.45,Vsetín,756 56,Zlínský,Prostřední Bečva,,MVE - PROSTŘEDNÍ BEČVA
0.047,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.9833,49.0833,Jindřichův Hradec,378 02,Jihočeský,Stráž nad Nežárkou,,MVE Vaňkův mlýn
0.04,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.05,50.1833,Šumperk,788 25,Olomoucký,Branná,Obec Branná,"MVE Branná Km 12,170"
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,16.2667,50.2667,Rychnov nad Kněžnou,517 93,Královéhradecký,Podbřezí,,MVE ŠKUTINA
0.11,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ042,14.1667,50.45,Litoměřice,411 82,Ústecký,Doksany,,MVE - Mlýn Doksany
0.05,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,17.3333,50.3,Jeseník,790 84,Olomoucký,Mikulovice,,MVE ŠIROKÝ BROD
0.015,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,15.15,49.1833,Jihlava,588 56,Vysočina,Krahulčí,,Martin Chadim NA PAPÍRNĚ
0.028,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ06,CZ063,16.1333,49.2333,Třebíč,675 71,Vysočina,Náměšť nad Oslavou,"Rybářství Velké Meziříčí, a.s.",MVE Kleinovka
0.16,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ02,CZ020,14.7667,49.8667,Praha-východ,251 65,Středočeský,Kaliště,TECOTEX akciová společnost,MVE Poddubí
0.21,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ02,CZ020,14.75,50.15,Praha-východ,250 88,Středočeský,Čelákovice,Mlýn Čelákovice spol. s.r.o.,MVE Mlýn Čelákovice
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ042,13.0778,50.4389,Chomutov,431 91,Ústecký,Vejprty,VEOG s.r.o.,"MVE Vejprty, par. č. 734/4"
0.21,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,12.7667,49.9,Tachov,348 15,Plzeňský,Planá,NEMO STODOLA Planá s.r.o.,Malá vodní elektrárna Pavlovice
0.125,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.6,50.0833,Bruntál,794 01,Moravskoslezský,Krnov,ZLT a.s.,MVE PAPÍROVÝ MLÝN
0.18,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,15.6,50.7167,Trutnov,543 51,Královéhradecký,Špindlerův Mlýn,1. LABSKÁ spol. s r.o.,MVE TABULOVÉ BOUDY I
0.004,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ031,14.2167,48.9167,Český Krumlov,382 03,Jihočeský,Křemže,,MVE KŘEMŽE 98
0.354,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ051,15.0333,50.95,Liberec,464 01,Liberecký,Frýdlant,,MVE Harta - Frýdlant v Čechách
0.005,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ042,14.0667,50.7,Ústí nad Labem,400 02,Ústecký,Malé Březno,,MVE MALÉ BŘEZNO
0.055,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ04,CZ041,12.85,50.3333,Karlovy Vary,362 34,Karlovarský,Merklín,,"MVE BYSTŘICE 16,7 km"
0.055,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.3667,49.3,Klatovy,341 42,Plzeňský,Kolinec,,MVE - TAJANOV
0.006,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.3667,49.3,Klatovy,341 42,Plzeňský,Velhartice,,MVE VELHARTICE 40
0.02,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,16.1667,50.2333,Rychnov nad Kněžnou,518 01,Královéhradecký,Semechnice,,MVE Podchlumský mlýn
0.05,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,,MVE Janderov
0.075,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,15.7875,49.9472,Chrudim,537 01,Pardubický,Chrudim,,MVE Janderov
0.242,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.2333,50.0333,Ústí nad Orlicí,565 01,Pardubický,Choceň,WATER SHIP 01 s.r.o.,MVE PERLA CHOCEŇ
0.055,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ03,CZ032,13.5167,49.7833,Plzeň-sever,330 02,Plzeňský,Dýšina,Bílý mlýn Kepka s.r.o.,"BÍLÝ MLÝN KEPKA, s.r.o."
0.155,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,16.2667,50.1167,Rychnov nad Kněžnou,517 42,Královéhradecký,Doudleby nad Orlicí,,MVE Doudleby nad Orlicí
0.01,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ08,CZ080,17.95,49.8167,Opava,747 41,Moravskoslezský,Hradec nad Moravicí,,Na strance 25
0.075,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.75,50.1,Ústí nad Orlicí,561 69,Pardubický,Dolní Morava,,MVE Velká Morava
0.49,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,15.6667,50.5667,Trutnov,543 71,Královéhradecký,Klášterská Lhota,"Martin Mádle a spol., s.r.o.",MVE Klášterská Lhota
0.075,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ052,16.2333,50.4833,Náchod,549 31,Královéhradecký,Hronov,,MVE V LÍSKÁCH
0.041,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ05,CZ053,16.5667,50.0667,Ústí nad Orlicí,561 64,Pardubický,Jablonné nad Orlicí,,MVE Luxův jez
0.03,Renewable energy,Hydro,,Run-of-river,ERU,CZ0,CZ07,CZ071,16.8833,49.7167,Šumperk,789 85,Olomoucký,Mohelnice,,MVE KUNČICE
